nl_question,sparql_partial_uri,sparql_complete_uri
How many courses are there in total?,"PREFIX : <http://valuenet/ontop/>
SELECT (count( *) as ?aggregation_all) WHERE { ?T1 a :course . }",SELECT (count( *) as ?aggregation_all) WHERE { ?T1 a <http://valuenet/ontop/course> . }
Count the number of courses.,"PREFIX : <http://valuenet/ontop/>
SELECT (count( *) as ?aggregation_all) WHERE { ?T1 a :course . }",SELECT (count( *) as ?aggregation_all) WHERE { ?T1 a <http://valuenet/ontop/course> . }
How many courses have more than 2 credits?,"PREFIX : <http://valuenet/ontop/>
SELECT (count( *) as ?aggregation_all) WHERE { ?T1 a :course . ?T1 :credits ?T1_credits . FILTER(?T1_credits > 2) . }",SELECT (count( *) as ?aggregation_all) WHERE { ?T1 a <http://valuenet/ontop/course> . ?T1 <http://valuenet/ontop/credits> ?T1_credits . FILTER(?T1_credits > 2) . }
Count the number of courses with more than 2 credits.,"PREFIX : <http://valuenet/ontop/>
SELECT (count( *) as ?aggregation_all) WHERE { ?T1 a :course . ?T1 :credits ?T1_credits . FILTER(?T1_credits > 2) . }",SELECT (count( *) as ?aggregation_all) WHERE { ?T1 a <http://valuenet/ontop/course> . ?T1 <http://valuenet/ontop/credits> ?T1_credits . FILTER(?T1_credits > 2) . }
List all names of courses with 1 credit?,"PREFIX : <http://valuenet/ontop/>
SELECT ?T1_cname WHERE { ?T1 a :course . ?T1 :cname ?T1_cname . ?T1 :credits ?T1_credits . FILTER(?T1_credits = 1) . }",SELECT ?T1_cname WHERE { ?T1 a <http://valuenet/ontop/course> . ?T1 <http://valuenet/ontop/cname> ?T1_cname . ?T1 <http://valuenet/ontop/credits> ?T1_credits . FILTER(?T1_credits = 1) . }
What are the names of courses with 1 credit?,"PREFIX : <http://valuenet/ontop/>
SELECT ?T1_cname WHERE { ?T1 a :course . ?T1 :cname ?T1_cname . ?T1 :credits ?T1_credits . FILTER(?T1_credits = 1) . }",SELECT ?T1_cname WHERE { ?T1 a <http://valuenet/ontop/course> . ?T1 <http://valuenet/ontop/cname> ?T1_cname . ?T1 <http://valuenet/ontop/credits> ?T1_credits . FILTER(?T1_credits = 1) . }
Which courses are taught on days MTW?,"PREFIX : <http://valuenet/ontop/>
SELECT ?T1_cname WHERE { ?T1 a :course . ?T1 :cname ?T1_cname . ?T1 :days ?T1_days . FILTER(?T1_days = 'MTW') . }",SELECT ?T1_cname WHERE { ?T1 a <http://valuenet/ontop/course> . ?T1 <http://valuenet/ontop/cname> ?T1_cname . ?T1 <http://valuenet/ontop/days> ?T1_days . FILTER(?T1_days = 'MTW') . }
What are the course names for courses taught on MTW?,"PREFIX : <http://valuenet/ontop/>
SELECT ?T1_cname WHERE { ?T1 a :course . ?T1 :cname ?T1_cname . ?T1 :days ?T1_days . FILTER(?T1_days = 'MTW') . }",SELECT ?T1_cname WHERE { ?T1 a <http://valuenet/ontop/course> . ?T1 <http://valuenet/ontop/cname> ?T1_cname . ?T1 <http://valuenet/ontop/days> ?T1_days . FILTER(?T1_days = 'MTW') . }
What is the number of departments in Division 'AS'?,"PREFIX : <http://valuenet/ontop/>
SELECT (count( *) as ?aggregation_all) WHERE { ?T1 a :department . ?T1 :division ?T1_division . FILTER(?T1_division = 'AS') . }",SELECT (count( *) as ?aggregation_all) WHERE { ?T1 a <http://valuenet/ontop/department> . ?T1 <http://valuenet/ontop/division> ?T1_division . FILTER(?T1_division = 'AS') . }
How many departments are in the division AS?,"PREFIX : <http://valuenet/ontop/>
SELECT (count( *) as ?aggregation_all) WHERE { ?T1 a :department . ?T1 :division ?T1_division . FILTER(?T1_division = 'AS') . }",SELECT (count( *) as ?aggregation_all) WHERE { ?T1 a <http://valuenet/ontop/department> . ?T1 <http://valuenet/ontop/division> ?T1_division . FILTER(?T1_division = 'AS') . }
What are the phones of departments in Room 268?,"PREFIX : <http://valuenet/ontop/>
SELECT ?T1_dphone WHERE { ?T1 a :department . ?T1 :dphone ?T1_dphone . ?T1 :room ?T1_room . FILTER(?T1_room = '268') . }",SELECT ?T1_dphone WHERE { ?T1 a <http://valuenet/ontop/department> . ?T1 <http://valuenet/ontop/dphone> ?T1_dphone . ?T1 <http://valuenet/ontop/room> ?T1_room . FILTER(?T1_room = '268') . }
Give the phones for departments in room 268.,"PREFIX : <http://valuenet/ontop/>
SELECT ?T1_dphone WHERE { ?T1 a :department . ?T1 :dphone ?T1_dphone . ?T1 :room ?T1_room . FILTER(?T1_room = '268') . }",SELECT ?T1_dphone WHERE { ?T1 a <http://valuenet/ontop/department> . ?T1 <http://valuenet/ontop/dphone> ?T1_dphone . ?T1 <http://valuenet/ontop/room> ?T1_room . FILTER(?T1_room = '268') . }
Find the number of students that have at least one grade 'B'.,"PREFIX : <http://valuenet/ontop/>
SELECT DISTINCT (count(DISTINCT ?T1_stuid) as ?aggregation_T1_stuid_19 ) WHERE { ?T1 a :enrolled_in . ?T1 :stuid ?T1_stuid . ?T1 :grade ?T1_grade . FILTER(?T1_grade = 'B') . }",SELECT DISTINCT (count(DISTINCT ?T1_stuid) as ?aggregation_T1_stuid_19 ) WHERE { ?T1 a <http://valuenet/ontop/enrolled_in> . ?T1 <http://valuenet/ontop/stuid> ?T1_stuid . ?T1 <http://valuenet/ontop/grade> ?T1_grade . FILTER(?T1_grade = 'B') . }
How many students have had at least one 'B' grade?,"PREFIX : <http://valuenet/ontop/>
SELECT DISTINCT (count(DISTINCT ?T1_stuid) as ?aggregation_T1_stuid_129 ) WHERE { ?T1 a :enrolled_in . ?T1 :stuid ?T1_stuid . ?T1 :grade ?T1_grade . FILTER(?T1_grade = 'B') . }",SELECT DISTINCT (count(DISTINCT ?T1_stuid) as ?aggregation_T1_stuid_129 ) WHERE { ?T1 a <http://valuenet/ontop/enrolled_in> . ?T1 <http://valuenet/ontop/stuid> ?T1_stuid . ?T1 <http://valuenet/ontop/grade> ?T1_grade . FILTER(?T1_grade = 'B') . }
Find the max and min grade point for all letter grade.,"PREFIX : <http://valuenet/ontop/>
SELECT (max( ?T1_gradepoint) as ?aggregation_T1_gradepoint_67 ) (min( ?T1_gradepoint) as ?aggregation_T1_gradepoint_95 ) WHERE { ?T1 a :gradeconversion . ?T1 :gradepoint ?T1_gradepoint . ?T1 :gradepoint ?T1_gradepoint . }",SELECT (max( ?T1_gradepoint) as ?aggregation_T1_gradepoint_67 ) (min( ?T1_gradepoint) as ?aggregation_T1_gradepoint_95 ) WHERE { ?T1 a <http://valuenet/ontop/gradeconversion> . ?T1 <http://valuenet/ontop/gradepoint> ?T1_gradepoint . ?T1 <http://valuenet/ontop/gradepoint> ?T1_gradepoint . }
